Label,NOSE_x,NOSE_y,NOSE_z,NOSE_visibility,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_INNER_z,LEFT_EYE_INNER_visibility,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,LEFT_EYE_visibility,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,LEFT_EYE_OUTER_z,LEFT_EYE_OUTER_visibility,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_INNER_z,RIGHT_EYE_INNER_visibility,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,RIGHT_EYE_visibility,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,RIGHT_EYE_OUTER_z,RIGHT_EYE_OUTER_visibility,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,LEFT_EAR_visibility,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,RIGHT_EAR_visibility,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_LEFT_z,MOUTH_LEFT_visibility,MOUTH_RIGHT_x,MOUTH_RIGHT_y,MOUTH_RIGHT_z,MOUTH_RIGHT_visibility,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,LEFT_SHOULDER_visibility,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,RIGHT_SHOULDER_visibility,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,LEFT_ELBOW_visibility,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,RIGHT_ELBOW_visibility,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,LEFT_WRIST_visibility,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,RIGHT_WRIST_visibility,LEFT_PINKY_x,LEFT_PINKY_y,LEFT_PINKY_z,LEFT_PINKY_visibility,RIGHT_PINKY_x,RIGHT_PINKY_y,RIGHT_PINKY_z,RIGHT_PINKY_visibility,LEFT_INDEX_x,LEFT_INDEX_y,LEFT_INDEX_z,LEFT_INDEX_visibility,RIGHT_INDEX_x,RIGHT_INDEX_y,RIGHT_INDEX_z,RIGHT_INDEX_visibility,LEFT_THUMB_x,LEFT_THUMB_y,LEFT_THUMB_z,LEFT_THUMB_visibility,RIGHT_THUMB_x,RIGHT_THUMB_y,RIGHT_THUMB_z,RIGHT_THUMB_visibility,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,LEFT_HIP_visibility,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,RIGHT_HIP_visibility,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,LEFT_KNEE_visibility,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,RIGHT_KNEE_visibility,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,LEFT_ANKLE_visibility,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,RIGHT_ANKLE_visibility,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_z,LEFT_HEEL_visibility,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_z,RIGHT_HEEL_visibility,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,LEFT_FOOT_INDEX_z,LEFT_FOOT_INDEX_visibility,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_z,RIGHT_FOOT_INDEX_visibility
standing,0.535861074924469,0.1268557459115982,-0.35262686014175415,0.9999865293502808,0.543039858341217,0.10416683554649353,-0.33642569184303284,0.9999547600746155,0.5474281907081604,0.1044602170586586,-0.336460143327713,0.9999434351921082,0.5517417192459106,0.10494040697813034,-0.3364852964878082,0.9999350309371948,0.5295060276985168,0.10220453888177872,-0.3391062021255493,0.9999625086784363,0.5243929624557495,0.10140273720026016,-0.3391147255897522,0.9999580979347229,0.5196680426597595,0.10087887197732925,-0.33909833431243896,0.9999610185623169,0.5566017627716064,0.11356858164072037,-0.21231181919574738,0.9998754262924194,0.5127465128898621,0.11020924896001816,-0.22358685731887817,0.9999536275863647,0.5422974228858948,0.15176627039909363,-0.30330947041511536,0.9999769926071167,0.5264880657196045,0.14938125014305115,-0.3066965639591217,0.9999839067459106,0.5860256552696228,0.24545033276081085,-0.10758820921182632,0.9998615980148315,0.4817197024822235,0.23714515566825867,-0.13597053289413452,0.9999783635139465,0.5849011540412903,0.3918004631996155,-0.017075391486287117,0.7174230813980103,0.47444817423820496,0.3943386673927307,-0.07375779002904892,0.942821204662323,0.5816630721092224,0.5124992728233337,-0.06924756616353989,0.4066649079322815,0.48274990916252136,0.5091626644134521,-0.13080212473869324,0.8408587574958801,0.5792932510375977,0.5488158464431763,-0.08889805525541306,0.3688376843929291,0.48425909876823425,0.5449339747428894,-0.1566827893257141,0.7702178359031677,0.5781677961349487,0.5479832887649536,-0.12496761977672577,0.3751913011074066,0.48934561014175415,0.5411038398742676,-0.18946820497512817,0.7772201299667358,0.5773029923439026,0.5368087291717529,-0.08472833037376404,0.37090104818344116,0.49043428897857666,0.5296323895454407,-0.14509528875350952,0.7642266750335693,0.5638560056686401,0.53700852394104,0.002500226255506277,0.9998462200164795,0.5034468173980713,0.5330355763435364,-0.002572849625721574,0.9998746514320374,0.5720532536506653,0.7431279420852661,0.036836277693510056,0.9974818825721741,0.5059878826141357,0.7358503937721252,0.08880455791950226,0.9973910450935364,0.5814164876937866,0.9004306197166443,0.2506612241268158,0.9969320297241211,0.5070009827613831,0.8907127976417542,0.35575616359710693,0.9967551231384277,0.575670599937439,0.9199629426002502,0.2632193863391876,0.9586917757987976,0.5125757455825806,0.9087895750999451,0.37473437190055847,0.9517300128936768,0.6066750288009644,0.9737910628318787,0.1274798959493637,0.9942819476127625,0.4902637302875519,0.9623368978500366,0.2468164712190628,0.9948617815971375
standing,0.535861074924469,0.1268557459115982,-0.35262686014175415,0.9999865293502808,0.543039858341217,0.10416683554649353,-0.33642569184303284,0.9999547600746155,0.5474281907081604,0.1044602170586586,-0.336460143327713,0.9999434351921082,0.5517417192459106,0.10494040697813034,-0.3364852964878082,0.9999350309371948,0.5295060276985168,0.10220453888177872,-0.3391062021255493,0.9999625086784363,0.5243929624557495,0.10140273720026016,-0.3391147255897522,0.9999580979347229,0.5196680426597595,0.10087887197732925,-0.33909833431243896,0.9999610185623169,0.5566017627716064,0.11356858164072037,-0.21231181919574738,0.9998754262924194,0.5127465128898621,0.11020924896001816,-0.22358685731887817,0.9999536275863647,0.5422974228858948,0.15176627039909363,-0.30330947041511536,0.9999769926071167,0.5264880657196045,0.14938125014305115,-0.3066965639591217,0.9999839067459106,0.5860256552696228,0.24545033276081085,-0.10758820921182632,0.9998615980148315,0.4817197024822235,0.23714515566825867,-0.13597053289413452,0.9999783635139465,0.5849011540412903,0.3918004631996155,-0.017075391486287117,0.7174230813980103,0.47444817423820496,0.3943386673927307,-0.07375779002904892,0.942821204662323,0.5816630721092224,0.5124992728233337,-0.06924756616353989,0.4066649079322815,0.48274990916252136,0.5091626644134521,-0.13080212473869324,0.8408587574958801,0.5792932510375977,0.5488158464431763,-0.08889805525541306,0.3688376843929291,0.48425909876823425,0.5449339747428894,-0.1566827893257141,0.7702178359031677,0.5781677961349487,0.5479832887649536,-0.12496761977672577,0.3751913011074066,0.48934561014175415,0.5411038398742676,-0.18946820497512817,0.7772201299667358,0.5773029923439026,0.5368087291717529,-0.08472833037376404,0.37090104818344116,0.49043428897857666,0.5296323895454407,-0.14509528875350952,0.7642266750335693,0.5638560056686401,0.53700852394104,0.002500226255506277,0.9998462200164795,0.5034468173980713,0.5330355763435364,-0.002572849625721574,0.9998746514320374,0.5720532536506653,0.7431279420852661,0.036836277693510056,0.9974818825721741,0.5059878826141357,0.7358503937721252,0.08880455791950226,0.9973910450935364,0.5814164876937866,0.9004306197166443,0.2506612241268158,0.9969320297241211,0.5070009827613831,0.8907127976417542,0.35575616359710693,0.9967551231384277,0.575670599937439,0.9199629426002502,0.2632193863391876,0.9586917757987976,0.5125757455825806,0.9087895750999451,0.37473437190055847,0.9517300128936768,0.6066750288009644,0.9737910628318787,0.1274798959493637,0.9942819476127625,0.4902637302875519,0.9623368978500366,0.2468164712190628,0.9948617815971375
standing,0.535861074924469,0.1268557459115982,-0.35262686014175415,0.9999865293502808,0.543039858341217,0.10416683554649353,-0.33642569184303284,0.9999547600746155,0.5474281907081604,0.1044602170586586,-0.336460143327713,0.9999434351921082,0.5517417192459106,0.10494040697813034,-0.3364852964878082,0.9999350309371948,0.5295060276985168,0.10220453888177872,-0.3391062021255493,0.9999625086784363,0.5243929624557495,0.10140273720026016,-0.3391147255897522,0.9999580979347229,0.5196680426597595,0.10087887197732925,-0.33909833431243896,0.9999610185623169,0.5566017627716064,0.11356858164072037,-0.21231181919574738,0.9998754262924194,0.5127465128898621,0.11020924896001816,-0.22358685731887817,0.9999536275863647,0.5422974228858948,0.15176627039909363,-0.30330947041511536,0.9999769926071167,0.5264880657196045,0.14938125014305115,-0.3066965639591217,0.9999839067459106,0.5860256552696228,0.24545033276081085,-0.10758820921182632,0.9998615980148315,0.4817197024822235,0.23714515566825867,-0.13597053289413452,0.9999783635139465,0.5849011540412903,0.3918004631996155,-0.017075391486287117,0.7174230813980103,0.47444817423820496,0.3943386673927307,-0.07375779002904892,0.942821204662323,0.5816630721092224,0.5124992728233337,-0.06924756616353989,0.4066649079322815,0.48274990916252136,0.5091626644134521,-0.13080212473869324,0.8408587574958801,0.5792932510375977,0.5488158464431763,-0.08889805525541306,0.3688376843929291,0.48425909876823425,0.5449339747428894,-0.1566827893257141,0.7702178359031677,0.5781677961349487,0.5479832887649536,-0.12496761977672577,0.3751913011074066,0.48934561014175415,0.5411038398742676,-0.18946820497512817,0.7772201299667358,0.5773029923439026,0.5368087291717529,-0.08472833037376404,0.37090104818344116,0.49043428897857666,0.5296323895454407,-0.14509528875350952,0.7642266750335693,0.5638560056686401,0.53700852394104,0.002500226255506277,0.9998462200164795,0.5034468173980713,0.5330355763435364,-0.002572849625721574,0.9998746514320374,0.5720532536506653,0.7431279420852661,0.036836277693510056,0.9974818825721741,0.5059878826141357,0.7358503937721252,0.08880455791950226,0.9973910450935364,0.5814164876937866,0.9004306197166443,0.2506612241268158,0.9969320297241211,0.5070009827613831,0.8907127976417542,0.35575616359710693,0.9967551231384277,0.575670599937439,0.9199629426002502,0.2632193863391876,0.9586917757987976,0.5125757455825806,0.9087895750999451,0.37473437190055847,0.9517300128936768,0.6066750288009644,0.9737910628318787,0.1274798959493637,0.9942819476127625,0.4902637302875519,0.9623368978500366,0.2468164712190628,0.9948617815971375
standing,0.535861074924469,0.1268557459115982,-0.35262686014175415,0.9999865293502808,0.543039858341217,0.10416683554649353,-0.33642569184303284,0.9999547600746155,0.5474281907081604,0.1044602170586586,-0.336460143327713,0.9999434351921082,0.5517417192459106,0.10494040697813034,-0.3364852964878082,0.9999350309371948,0.5295060276985168,0.10220453888177872,-0.3391062021255493,0.9999625086784363,0.5243929624557495,0.10140273720026016,-0.3391147255897522,0.9999580979347229,0.5196680426597595,0.10087887197732925,-0.33909833431243896,0.9999610185623169,0.5566017627716064,0.11356858164072037,-0.21231181919574738,0.9998754262924194,0.5127465128898621,0.11020924896001816,-0.22358685731887817,0.9999536275863647,0.5422974228858948,0.15176627039909363,-0.30330947041511536,0.9999769926071167,0.5264880657196045,0.14938125014305115,-0.3066965639591217,0.9999839067459106,0.5860256552696228,0.24545033276081085,-0.10758820921182632,0.9998615980148315,0.4817197024822235,0.23714515566825867,-0.13597053289413452,0.9999783635139465,0.5849011540412903,0.3918004631996155,-0.017075391486287117,0.7174230813980103,0.47444817423820496,0.3943386673927307,-0.07375779002904892,0.942821204662323,0.5816630721092224,0.5124992728233337,-0.06924756616353989,0.4066649079322815,0.48274990916252136,0.5091626644134521,-0.13080212473869324,0.8408587574958801,0.5792932510375977,0.5488158464431763,-0.08889805525541306,0.3688376843929291,0.48425909876823425,0.5449339747428894,-0.1566827893257141,0.7702178359031677,0.5781677961349487,0.5479832887649536,-0.12496761977672577,0.3751913011074066,0.48934561014175415,0.5411038398742676,-0.18946820497512817,0.7772201299667358,0.5773029923439026,0.5368087291717529,-0.08472833037376404,0.37090104818344116,0.49043428897857666,0.5296323895454407,-0.14509528875350952,0.7642266750335693,0.5638560056686401,0.53700852394104,0.002500226255506277,0.9998462200164795,0.5034468173980713,0.5330355763435364,-0.002572849625721574,0.9998746514320374,0.5720532536506653,0.7431279420852661,0.036836277693510056,0.9974818825721741,0.5059878826141357,0.7358503937721252,0.08880455791950226,0.9973910450935364,0.5814164876937866,0.9004306197166443,0.2506612241268158,0.9969320297241211,0.5070009827613831,0.8907127976417542,0.35575616359710693,0.9967551231384277,0.575670599937439,0.9199629426002502,0.2632193863391876,0.9586917757987976,0.5125757455825806,0.9087895750999451,0.37473437190055847,0.9517300128936768,0.6066750288009644,0.9737910628318787,0.1274798959493637,0.9942819476127625,0.4902637302875519,0.9623368978500366,0.2468164712190628,0.9948617815971375
standing,0.6000057458877563,0.14798468351364136,-0.3148900270462036,0.9999846816062927,0.6055551171302795,0.1257803738117218,-0.298907071352005,0.9999481439590454,0.6096006631851196,0.1264057755470276,-0.2989284098148346,0.9999328851699829,0.6135057806968689,0.12710033357143402,-0.29892170429229736,0.9999217391014099,0.5926945209503174,0.12247006595134735,-0.30221089720726013,0.9999597072601318,0.5872867107391357,0.12099424004554749,-0.30221739411354065,0.9999565482139587,0.5818740725517273,0.11996808648109436,-0.30222317576408386,0.9999610781669617,0.6159887313842773,0.13625897467136383,-0.17972812056541443,0.9998347163200378,0.5716872811317444,0.12908455729484558,-0.1965152621269226,0.9999530911445618,0.6048509478569031,0.17094385623931885,-0.26742252707481384,0.9999721646308899,0.5899314284324646,0.16912931203842163,-0.2722077965736389,0.9999836087226868,0.6449425220489502,0.2630314230918884,-0.08403733372688293,0.9998382329940796,0.5356741547584534,0.2555192708969116,-0.11657262593507767,0.9999772906303406,0.6382459998130798,0.40908336639404297,0.0070297918282449245,0.7558051943778992,0.5236027836799622,0.4148107171058655,-0.06624026596546173,0.9620016813278198,0.6355642676353455,0.534812867641449,-0.049561429768800735,0.5629965662956238,0.5304234623908997,0.5327989459037781,-0.14982400834560394,0.9087816476821899,0.6353772878646851,0.5714273452758789,-0.07260680198669434,0.52431321144104,0.5321365594863892,0.5697839856147766,-0.1802973598241806,0.8600679039955139,0.6335667967796326,0.5692651271820068,-0.10847653448581696,0.530146598815918,0.5382262468338013,0.5642433762550354,-0.2100042998790741,0.8649083375930786,0.6315239667892456,0.5585339665412903,-0.06532283872365952,0.5217257738113403,0.539199948310852,0.551426351070404,-0.1631610244512558,0.8535184264183044,0.618601381778717,0.5616353750228882,0.0037011955864727497,0.999849259853363,0.5574846267700195,0.5564167499542236,-0.003783623920753598,0.9998816251754761,0.6196563839912415,0.7651752233505249,0.04431835934519768,0.9969120025634766,0.5503496527671814,0.7543470859527588,0.07282740622758865,0.9969425797462463,0.624176561832428,0.93255215883255,0.24034498631954193,0.9961131811141968,0.5505687594413757,0.9177281856536865,0.2999468445777893,0.9960271716117859,0.61725252866745,0.9556814432144165,0.25179141759872437,0.9579599499702454,0.5551170110702515,0.9380218982696533,0.3153737485408783,0.9478064775466919,0.6480916738510132,0.9984311461448669,0.12908892333507538,0.9927899241447449,0.5310845375061035,0.9891063570976257,0.19563299417495728,0.9933770298957825
standing,0.5837098360061646,0.21968068182468414,-0.28785961866378784,0.9998915791511536,0.5938445925712585,0.19079327583312988,-0.2698918879032135,0.9998332262039185,0.5995090007781982,0.19139337539672852,-0.27001625299453735,0.9998209476470947,0.6051923036575317,0.19221459329128265,-0.2701645493507385,0.9998079538345337,0.5738970041275024,0.1895693987607956,-0.275972455739975,0.999855101108551,0.5661078691482544,0.18947573006153107,-0.2759997248649597,0.9998451471328735,0.5593032240867615,0.18973928689956665,-0.27610963582992554,0.9998466968536377,0.610677182674408,0.20520305633544922,-0.1327243596315384,0.999779462814331,0.5484435558319092,0.20490409433841705,-0.15983018279075623,0.999904215335846,0.5928390026092529,0.2507951259613037,-0.23250912129878998,0.9999240636825562,0.5714283585548401,0.25062114000320435,-0.24021881818771362,0.9999319911003113,0.6463714241981506,0.37676772475242615,-0.01850786991417408,0.9992748498916626,0.5069258213043213,0.3630605638027191,-0.10513612627983093,0.9998582601547241,0.6532003283500671,0.5775139331817627,0.1116328090429306,0.7701789736747742,0.49490365386009216,0.5674825310707092,-0.0169849693775177,0.9708755016326904,0.6468870043754578,0.738659679889679,0.0746740847826004,0.5836665630340576,0.4961718022823334,0.7265981435775757,-0.050269342958927155,0.8963498473167419,0.6474568247795105,0.7907333970069885,0.05673009529709816,0.5589156150817871,0.49653515219688416,0.776857852935791,-0.07453881204128265,0.8489078879356384,0.6446734070777893,0.7859088182449341,0.01429869793355465,0.5770161747932434,0.502173662185669,0.773891031742096,-0.11428412050008774,0.8618220686912537,0.6400436162948608,0.7698606848716736,0.056981347501277924,0.5919210910797119,0.5048205852508545,0.7581774592399597,-0.066302590072155,0.8642101287841797,0.6243366003036499,0.7771398425102234,0.015753084793686867,0.9968144297599792,0.5347041487693787,0.7766351103782654,-0.015254780650138855,0.9977620840072632,0.6165645718574524,0.9920095801353455,-0.033666856586933136,0.8864378333091736,0.5270348191261292,1.0050143003463745,0.0018388027092441916,0.8583483695983887,0.6198021173477173,1.2443007230758667,0.24763192236423492,0.28519192337989807,0.5291281342506409,1.2395517826080322,0.32033950090408325,0.21349993348121643,0.6140577793121338,1.2689321041107178,0.27136436104774475,0.2209610790014267,0.5304811596870422,1.2616825103759766,0.350873202085495,0.13108457624912262,0.6295846700668335,1.3452506065368652,0.15932978689670563,0.14480991661548615,0.5296906232833862,1.3298848867416382,0.2286231964826584,0.10920930653810501
heart stroke,0.5383358597755432,0.20504958927631378,-0.20099416375160217,0.9998933672904968,0.5470669865608215,0.16895440220832825,-0.18366500735282898,0.9998646974563599,0.5527950525283813,0.1696380376815796,-0.18374134600162506,0.9998608231544495,0.5582066178321838,0.17085066437721252,-0.1837427318096161,0.9998346567153931,0.5257794260978699,0.16745534539222717,-0.1899520307779312,0.9999024271965027,0.5176963210105896,0.16738511621952057,-0.1899825632572174,0.9999060034751892,0.5109551548957825,0.1679321825504303,-0.19014079868793488,0.9999082088470459,0.5650690793991089,0.18702304363250732,-0.04504938796162605,0.9998407363891602,0.5011485815048218,0.18303370475769043,-0.07379327714443207,0.9999595880508423,0.5480268001556396,0.23953558504581451,-0.14571279287338257,0.9999003410339355,0.5240591764450073,0.24018819630146027,-0.1537586748600006,0.9999464750289917,0.6025294065475464,0.38035473227500916,0.07097688317298889,0.9988678097724915,0.45851802825927734,0.35669559240341187,-0.047933921217918396,0.9998087882995605,0.6076286435127258,0.6271692514419556,0.030821392312645912,0.9366597533226013,0.4396038055419922,0.5835018754005432,-0.21069271862506866,0.9924870133399963,0.587016761302948,0.5306859016418457,-0.12146127969026566,0.9500227570533752,0.5388950109481812,0.4886951148509979,-0.38726606965065,0.9840674996376038,0.574230432510376,0.5050691366195679,-0.14896556735038757,0.9188766479492188,0.5637339353561401,0.4713696539402008,-0.4185086488723755,0.9625415205955505,0.5857810378074646,0.48491498827934265,-0.13448123633861542,0.915863573551178,0.5631125569343567,0.43770137429237366,-0.4006725251674652,0.9587885737419128,0.5824230313301086,0.49091529846191406,-0.11759993433952332,0.9112487435340881,0.5540329217910767,0.4451647996902466,-0.38006946444511414,0.9523054957389832,0.5728343725204468,0.8240437507629395,0.03484237566590309,0.9955706596374512,0.480929970741272,0.8274855017662048,-0.034089211374521255,0.9968695640563965,0.5622230172157288,1.1377192735671997,-0.014349011704325676,0.8165861368179321,0.4723542332649231,1.149194359779358,0.059312690049409866,0.8517376780509949,0.5586612820625305,1.4030399322509766,0.15320882201194763,0.15297958254814148,0.4709194302558899,1.4275591373443604,0.26375457644462585,0.15993519127368927,0.5547519326210022,1.4395923614501953,0.16201455891132355,0.10734400898218155,0.46586692333221436,1.4609564542770386,0.27858880162239075,0.0641682893037796,0.5634499192237854,1.502350926399231,0.005590436980128288,0.06711331009864807,0.48847049474716187,1.5363045930862427,0.10585205256938934,0.059493523091077805
heart stroke,0.5068074464797974,0.298630028963089,-0.2047942578792572,0.9995412826538086,0.5121175050735474,0.2789064347743988,-0.1904127448797226,0.9994417428970337,0.5160560011863708,0.27948087453842163,-0.19048495590686798,0.9994087219238281,0.5196096301078796,0.2802065908908844,-0.19058851897716522,0.9994003772735596,0.500346302986145,0.2778358459472656,-0.19022642076015472,0.9994066953659058,0.49617570638656616,0.2777198553085327,-0.19020166993141174,0.9993101358413696,0.49212127923965454,0.2776947617530823,-0.19020681083202362,0.9993172287940979,0.5235368609428406,0.28865522146224976,-0.08120588958263397,0.9994066953659058,0.486725389957428,0.28553298115730286,-0.08035092055797577,0.999474048614502,0.5131040811538696,0.3176777958869934,-0.16190451383590698,0.999420702457428,0.49934709072113037,0.31724870204925537,-0.16166922450065613,0.9995065331459045,0.5484062433242798,0.41083580255508423,-0.004239724017679691,0.9986824989318848,0.45642152428627014,0.3851531147956848,-0.023983059450984,0.9992485046386719,0.5498384237289429,0.5543903112411499,-0.055514171719551086,0.8893898725509644,0.4457561671733856,0.5240963101387024,-0.12004033476114273,0.9446672201156616,0.5373159646987915,0.5098022818565369,-0.17721198499202728,0.8336458802223206,0.5024775862693787,0.4721739590167999,-0.28601792454719543,0.8920424580574036,0.5290942788124084,0.48901933431625366,-0.2036934643983841,0.7706107497215271,0.5147737264633179,0.45551785826683044,-0.3191928267478943,0.8175830841064453,0.5353554487228394,0.4707505702972412,-0.198974147439003,0.7659325003623962,0.5128850936889648,0.43799489736557007,-0.3159675598144531,0.8047173023223877,0.532733142375946,0.47385698556900024,-0.17706365883350372,0.7353363037109375,0.5087701082229614,0.4453003704547882,-0.2879592776298523,0.7713085412979126,0.5234167575836182,0.6802882552146912,0.0016083057271316648,0.9958556294441223,0.46895164251327515,0.6779016256332397,-0.0012448347406461835,0.9958757758140564,0.5201825499534607,0.8717647194862366,0.004728527739644051,0.9188006520271301,0.457201212644577,0.8613149523735046,0.061304014176130295,0.9326699376106262,0.5122101306915283,0.9910973310470581,0.16633662581443787,0.6682117581367493,0.4499647915363312,0.9857125878334045,0.2728950083255768,0.653611421585083,0.5077341198921204,0.9954698085784912,0.17557021975517273,0.4532538652420044,0.4547427296638489,0.9887909889221191,0.28961923718452454,0.47135916352272034,0.5267592668533325,1.0765479803085327,0.06254687160253525,0.45276039838790894,0.4290601313114166,1.0603662729263306,0.17954200506210327,0.4994247853755951
heart stroke,0.4548330008983612,0.25475120544433594,-0.5570738911628723,0.9999878406524658,0.46559444069862366,0.21430955827236176,-0.5324934720993042,0.9999845623970032,0.47358134388923645,0.21400326490402222,-0.5324937105178833,0.9999816417694092,0.48114874958992004,0.2141897976398468,-0.5323717594146729,0.9999759197235107,0.4394717812538147,0.21557995676994324,-0.5303841233253479,0.9999879598617554,0.4305691421031952,0.2164594531059265,-0.5305212736129761,0.9999865889549255,0.4229431450366974,0.21765969693660736,-0.5306784510612488,0.9999861121177673,0.4931007921695709,0.23135992884635925,-0.330070823431015,0.9999774694442749,0.4133468270301819,0.23538406193256378,-0.3190206289291382,0.9999887347221375,0.4702123999595642,0.29317790269851685,-0.47784942388534546,0.9999750256538391,0.44098371267318726,0.29372745752334595,-0.47530099749565125,0.9999848008155823,0.5432187914848328,0.46785682439804077,-0.1862754374742508,0.9994388222694397,0.36367741227149963,0.4429481029510498,-0.16320690512657166,0.9998504519462585,0.5454193353652954,0.7814440131187439,-0.24544546008110046,0.8789436221122742,0.3343914747238159,0.7200884222984314,-0.2975520193576813,0.9831544160842896,0.5137512683868408,0.640349268913269,-0.4510751962661743,0.9327958822250366,0.44423171877861023,0.6207237243652344,-0.5902454853057861,0.9728678464889526,0.5094682574272156,0.5913525819778442,-0.48254188895225525,0.8846160769462585,0.48095688223838806,0.593532919883728,-0.6271336674690247,0.9317060112953186,0.521690309047699,0.5450501441955566,-0.46624284982681274,0.8881449699401855,0.48275765776634216,0.5511569976806641,-0.5961744785308838,0.930313229560852,0.5187680721282959,0.5618658065795898,-0.44567686319351196,0.8733981251716614,0.4698673188686371,0.5641981363296509,-0.5793716907501221,0.9184802770614624,0.4963317811489105,0.951194703578949,-0.038632020354270935,0.789017915725708,0.39637765288352966,0.9532175660133362,0.039862558245658875,0.8540351986885071,0.5047916173934937,1.3215982913970947,0.035036154091358185,0.04359930008649826,0.3984399735927582,1.333713173866272,0.22011418640613556,0.03670419752597809,0.5033411979675293,1.6370879411697388,0.339018851518631,0.0024189043324440718,0.39745017886161804,1.647593379020691,0.5344827771186829,0.003498404985293746,0.5084890723228455,1.677973985671997,0.35826244950294495,0.0019369189394637942,0.39576655626296997,1.693555235862732,0.5613518953323364,0.00487375957891345,0.482331782579422,1.7528280019760132,0.1396586149930954,0.0028597344644367695,0.3938216269016266,1.7494544982910156,0.3373085558414459,0.00544277997687459
headache,0.4765167832374573,0.32444825768470764,-0.4281018376350403,0.9997076988220215,0.4892663061618805,0.285641610622406,-0.3987835645675659,0.9991135597229004,0.49648788571357727,0.28600889444351196,-0.3985114097595215,0.9989756941795349,0.5027215480804443,0.2860492467880249,-0.3984311819076538,0.9990625381469727,0.4644443094730377,0.2828104794025421,-0.3930703401565552,0.9992361664772034,0.4553387463092804,0.28211742639541626,-0.39309820532798767,0.9992067813873291,0.44720903038978577,0.282144159078598,-0.3933897912502289,0.9994057416915894,0.5119186043739319,0.29189229011535645,-0.21925587952136993,0.9992715716362,0.43758735060691833,0.2910458743572235,-0.18397821485996246,0.9996985197067261,0.49043160676956177,0.36305975914001465,-0.36369720101356506,0.9994747042655945,0.4645847678184509,0.3594549298286438,-0.35468876361846924,0.9997245669364929,0.5673984885215759,0.4622604250907898,-0.13980887830257416,0.9992347359657288,0.38150203227996826,0.4558205306529999,-0.06806039810180664,0.999335765838623,0.7011435031890869,0.4465104639530182,-0.3042735159397125,0.9991402626037598,0.23899908363819122,0.4104427099227905,-0.07381711155176163,0.9996984004974365,0.5812203288078308,0.2613924741744995,-0.2652865946292877,0.989795982837677,0.3761402368545532,0.2179880142211914,0.1539902538061142,0.9741543531417847,0.5485889315605164,0.20468328893184662,-0.29210254549980164,0.8947004079818726,0.41331711411476135,0.1742914319038391,0.1442924588918686,0.7812923192977905,0.536587655544281,0.21288636326789856,-0.21807856857776642,0.8598469495773315,0.42305469512939453,0.18944036960601807,0.22576400637626648,0.7346971035003662,0.5409782528877258,0.238030806183815,-0.24162061512470245,0.8620386123657227,0.4167478382587433,0.2165810465812683,0.18175069987773895,0.7633922100067139,0.5173799395561218,0.98648601770401,-0.030602622777223587,0.6564874053001404,0.4046005606651306,0.9870014190673828,0.032255589962005615,0.6434376239776611,0.5126814246177673,1.39767587184906,-0.01774149015545845,0.08074973523616791,0.38995361328125,1.395520567893982,0.0463423877954483,0.05947355926036835,0.5041856169700623,1.7430402040481567,0.22273506224155426,0.006925166118890047,0.37509679794311523,1.739034652709961,0.1755000650882721,0.013309489004313946,0.5090988874435425,1.7947096824645996,0.23382386565208435,0.004774646833539009,0.37099653482437134,1.7871227264404297,0.1812584549188614,0.017928404733538628,0.482674777507782,1.8607177734375,-0.017212361097335815,0.004170429427176714,0.38547420501708984,1.8648591041564941,-0.09360242635011673,0.014598887413740158
